"lsoa11cd","date","lsoa11nm","Rural Urban","Age: All categories: Age; measures: Value","Age: Age under 1; measures: Value","Age: Age 1; measures: Value","Age: Age 2; measures: Value","Age: Age 3; measures: Value","Age: Age 4; measures: Value","Age: Age 5; measures: Value","Age: Age 6; measures: Value","Age: Age 7; measures: Value","Age: Age 8; measures: Value","Age: Age 9; measures: Value","Age: Age 10; measures: Value","Age: Age 11; measures: Value","Age: Age 12; measures: Value","Age: Age 13; measures: Value","Age: Age 14; measures: Value","Age: Age 15; measures: Value","Age: Age 16; measures: Value","Age: Age 17; measures: Value","Age: Age 18; measures: Value","Age: Age 19; measures: Value","Age: Age 20; measures: Value","Age: Age 21; measures: Value","Age: Age 22; measures: Value","Age: Age 23; measures: Value","Age: Age 24; measures: Value","Age: Age 25; measures: Value","Age: Age 26; measures: Value","Age: Age 27; measures: Value","Age: Age 28; measures: Value","Age: Age 29; measures: Value","Age: Age 30; measures: Value","Age: Age 31; measures: Value","Age: Age 32; measures: Value","Age: Age 33; measures: Value","Age: Age 34; measures: Value","Age: Age 35; measures: Value","Age: Age 36; measures: Value","Age: Age 37; measures: Value","Age: Age 38; measures: Value","Age: Age 39; measures: Value","Age: Age 40; measures: Value","Age: Age 41; measures: Value","Age: Age 42; measures: Value","Age: Age 43; measures: Value","Age: Age 44; measures: Value","Age: Age 45; measures: Value","Age: Age 46; measures: Value","Age: Age 47; measures: Value","Age: Age 48; measures: Value","Age: Age 49; measures: Value","Age: Age 50; measures: Value","Age: Age 51; measures: Value","Age: Age 52; measures: Value","Age: Age 53; measures: Value","Age: Age 54; measures: Value","Age: Age 55; measures: Value","Age: Age 56; measures: Value","Age: Age 57; measures: Value","Age: Age 58; measures: Value","Age: Age 59; measures: Value","Age: Age 60; measures: Value","Age: Age 61; measures: Value","Age: Age 62; measures: Value","Age: Age 63; measures: Value","Age: Age 64; measures: Value","Age: Age 65; measures: Value","Age: Age 66; measures: Value","Age: Age 67; measures: Value","Age: Age 68; measures: Value","Age: Age 69; measures: Value","Age: Age 70; measures: Value","Age: Age 71; measures: Value","Age: Age 72; measures: Value","Age: Age 73; measures: Value","Age: Age 74; measures: Value","Age: Age 75; measures: Value","Age: Age 76; measures: Value","Age: Age 77; measures: Value","Age: Age 78; measures: Value","Age: Age 79; measures: Value","Age: Age 80; measures: Value","Age: Age 81; measures: Value","Age: Age 82; measures: Value","Age: Age 83; measures: Value","Age: Age 84; measures: Value","Age: Age 85; measures: Value","Age: Age 86; measures: Value","Age: Age 87; measures: Value","Age: Age 88; measures: Value","Age: Age 89; measures: Value","Age: Age 90; measures: Value","Age: Age 91; measures: Value","Age: Age 92; measures: Value","Age: Age 93; measures: Value","Age: Age 94; measures: Value","Age: Age 95; measures: Value","Age: Age 96; measures: Value","Age: Age 97; measures: Value","Age: Age 98; measures: Value","Age: Age 99; measures: Value","Age: Age 100 and over; measures: Value"
"E01006683",2011,"Liverpool 053D","Total",1510,7,11,16,12,20,8,11,18,9,15,22,15,24,23,28,17,16,21,26,13,18,19,17,23,23,21,13,11,9,10,11,13,9,8,9,9,14,14,9,24,24,17,30,23,28,21,28,24,29,32,31,26,35,27,28,23,26,25,19,27,20,19,18,14,22,15,15,17,10,9,7,9,18,20,22,13,10,19,10,10,14,4,9,6,7,2,6,4,7,8,3,3,0,0,0,0,1,0,0,0,0
"E01006684",2011,"Liverpool 056B","Total",2138,35,36,15,23,18,17,19,22,13,17,20,19,25,23,18,22,19,33,21,8,10,5,25,29,27,25,33,42,51,39,42,46,28,22,28,28,39,25,42,44,32,27,37,41,26,35,38,37,33,30,32,22,33,28,25,31,18,31,20,34,21,28,26,32,28,22,18,21,18,21,17,20,13,9,14,11,10,15,14,13,12,17,7,9,8,2,4,14,9,4,7,0,1,4,1,0,2,0,2,0,1
"E01006685",2011,"Liverpool 056C","Total",1484,13,2,11,15,10,21,14,18,15,13,14,20,14,13,14,13,21,12,13,11,36,29,15,18,13,15,19,18,11,9,10,15,19,7,20,11,5,16,18,20,17,20,23,26,18,15,23,20,17,23,25,26,24,19,25,30,22,26,19,30,21,26,28,31,19,20,26,23,19,13,18,8,11,18,11,9,3,8,9,12,14,8,12,4,8,10,8,4,4,6,5,8,5,2,1,0,0,1,1,0,1
"E01006686",2011,"Liverpool 053E","Total",1433,8,6,16,15,18,19,12,16,15,12,18,14,11,22,13,22,23,26,13,21,42,21,22,23,21,15,12,12,9,8,5,5,12,10,14,9,6,18,7,11,18,12,18,18,18,25,26,32,13,26,30,25,23,28,34,25,21,22,24,17,21,19,24,15,24,15,17,10,7,21,15,23,8,12,9,12,18,17,8,5,10,6,14,13,5,3,2,4,3,5,4,0,1,1,3,1,1,0,0,0,0
"E01006687",2011,"Liverpool 056D","Total",1952,31,22,29,21,18,22,12,13,15,14,11,19,10,17,11,18,18,12,18,9,15,21,20,18,32,36,36,27,32,42,31,33,41,34,36,34,25,25,38,27,31,26,24,24,23,19,25,26,21,29,18,30,33,25,19,23,31,29,28,26,26,26,28,33,40,21,19,19,12,13,17,16,13,16,14,18,12,10,15,12,14,10,20,13,5,7,12,7,10,4,3,2,3,0,3,2,0,1,3,0,0
"E01006688",2011,"Liverpool 056E","Total",1524,17,17,13,22,17,20,6,16,15,14,18,13,12,11,16,11,16,14,12,12,18,20,18,19,22,24,34,22,36,31,24,23,24,18,21,20,24,20,20,24,26,14,21,26,23,17,31,23,17,31,13,23,18,19,16,14,16,20,25,18,17,13,24,22,24,7,18,16,22,17,12,15,23,11,6,14,11,7,12,3,10,6,7,11,3,6,5,1,6,2,3,3,0,1,0,0,0,1,0,0,0
"E01006689",2011,"Liverpool 049D","Total",1651,12,21,13,21,18,23,15,27,17,20,16,14,17,14,20,18,15,22,10,21,19,17,27,16,19,18,23,15,19,25,18,20,21,26,17,29,23,19,25,35,23,25,19,24,42,22,29,40,21,29,23,23,35,22,17,23,21,21,13,14,21,13,23,14,21,18,16,14,12,13,12,10,8,19,16,13,12,10,14,10,16,18,13,8,3,4,7,5,4,4,4,2,0,1,1,0,1,0,0,0,0
"E01006690",2011,"Liverpool 028A","Total",1492,26,19,20,9,15,10,8,10,7,11,10,8,8,8,14,14,10,11,15,39,50,37,25,41,34,33,28,33,45,27,30,30,25,33,30,11,28,24,28,21,20,19,23,15,31,24,17,20,18,27,20,15,20,18,15,14,25,13,14,17,8,12,12,8,20,6,12,14,8,4,9,10,8,10,13,4,5,9,4,7,6,6,3,2,6,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,1
"E01006691",2011,"Liverpool 030A","Total",1503,23,23,22,31,30,21,23,14,23,19,28,22,13,22,12,14,15,21,9,26,34,25,31,38,28,43,47,17,49,43,27,25,24,36,28,20,20,23,26,19,20,13,14,16,19,22,14,17,12,17,6,14,12,15,18,4,21,13,16,10,11,9,14,10,7,8,10,8,10,12,6,8,10,12,8,4,2,9,7,9,4,2,2,3,3,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"E01006692",2011,"Liverpool 028B","Total",2180,33,34,28,29,35,17,23,22,18,24,21,28,26,36,29,29,24,32,35,46,28,32,45,46,39,59,51,35,48,46,47,21,32,24,34,28,41,43,27,33,25,26,22,26,21,37,31,26,27,32,34,19,15,19,24,23,12,26,19,25,17,30,22,25,19,16,19,11,13,19,14,19,14,9,12,7,9,9,15,12,6,10,8,5,7,3,3,2,2,2,1,2,0,0,1,0,0,0,0,0,0
"E01006693",2011,"Liverpool 024D","Total",1511,9,10,9,11,9,12,8,8,10,12,10,11,17,10,13,15,18,13,10,10,16,22,19,21,14,12,22,24,16,23,19,21,12,13,10,7,11,14,21,16,25,20,20,33,22,21,13,26,30,23,14,19,30,14,20,23,22,20,20,30,28,22,24,24,31,20,20,20,24,29,23,19,31,27,19,18,21,12,8,8,12,8,11,8,3,4,7,10,5,3,2,1,1,1,0,0,3,0,0,0,1
"E01006694",2011,"Liverpool 030B","Total",1864,38,32,34,28,27,26,19,21,21,19,17,19,21,25,26,10,24,21,17,24,35,45,38,46,35,31,34,28,41,41,41,37,33,38,48,35,25,28,30,31,26,33,26,27,18,29,19,29,12,26,21,15,20,27,14,15,21,19,12,17,13,17,13,9,16,9,12,15,8,4,8,7,7,6,16,10,11,7,6,7,5,5,7,4,3,3,0,6,8,2,0,1,2,0,2,0,0,0,0,0,0
"E01006695",2011,"Liverpool 028C","Total",1821,26,15,16,13,14,16,10,22,10,14,16,19,20,23,23,15,19,15,26,27,41,53,51,50,41,33,46,43,54,58,40,47,34,31,40,35,18,19,29,28,15,37,29,39,29,36,37,26,31,30,23,24,22,9,18,16,16,18,17,17,17,16,9,10,10,11,10,8,6,10,6,4,6,2,4,10,3,5,5,4,6,0,2,2,3,1,3,2,2,2,0,1,1,0,0,1,0,0,0,0,0
"E01006696",2011,"Liverpool 030C","Total",1744,20,16,14,39,30,35,21,17,22,32,25,26,18,23,14,20,18,19,22,22,38,47,28,26,33,28,45,15,27,30,22,29,23,26,28,19,29,27,43,24,16,18,29,23,19,18,21,17,28,29,16,26,11,27,19,25,21,16,18,18,25,17,25,28,14,9,15,5,7,8,11,10,10,14,5,8,3,9,12,7,6,7,4,4,6,2,8,2,3,0,0,1,1,1,1,1,0,0,0,0,0
"E01006697",2011,"Liverpool 030D","Total",1845,36,29,48,28,25,26,17,20,14,28,23,25,18,20,9,22,20,27,18,33,40,56,48,33,35,37,39,37,30,37,32,30,26,29,49,21,15,21,42,20,37,25,11,31,26,26,24,17,20,21,22,22,14,16,14,17,19,7,18,10,12,16,22,17,20,7,16,10,10,8,13,11,13,16,2,8,8,8,20,3,5,12,5,5,6,2,0,3,2,0,2,0,1,1,0,0,0,1,0,0,0
"E01006698",2011,"Liverpool 012D","Total",1716,36,33,30,22,33,14,20,27,17,28,21,21,24,18,17,31,22,25,28,24,17,27,28,25,28,31,37,26,31,28,28,38,27,16,18,23,25,19,17,18,26,29,14,17,18,27,25,17,25,18,27,14,27,25,17,32,12,19,22,21,17,16,10,19,23,18,11,13,14,13,11,9,8,9,15,12,13,7,5,8,8,5,3,3,6,2,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0
"E01006699",2011,"Liverpool 014A","Total",1594,27,20,17,28,15,26,24,26,9,14,28,11,24,21,12,17,20,30,31,16,11,17,36,25,31,25,19,30,34,30,41,28,14,26,12,26,14,22,22,18,25,23,17,31,24,20,13,28,21,25,17,20,16,15,16,15,17,19,12,20,27,14,17,21,21,14,9,12,11,13,15,9,10,11,10,12,7,12,5,7,7,5,1,2,4,4,4,4,5,3,2,2,1,0,1,0,0,0,0,1,0
"E01006700",2011,"Liverpool 012E","Total",1438,15,13,14,30,13,11,14,20,14,14,16,17,21,18,16,15,20,22,26,18,24,28,21,18,13,23,27,18,27,33,17,22,16,21,12,21,12,16,21,22,21,19,17,19,24,14,13,26,18,25,20,27,18,12,18,14,10,23,15,18,18,16,16,29,28,15,15,8,16,9,6,11,10,10,9,17,11,5,6,11,6,5,8,2,3,5,3,1,2,0,1,2,0,0,1,0,1,1,1,0,0
"E01006701",2011,"Liverpool 014B","Total",1380,16,13,18,17,15,9,3,14,4,11,18,9,13,12,15,19,22,18,19,20,14,15,27,29,16,26,12,14,10,18,19,17,21,36,14,13,17,11,15,19,13,11,11,22,18,19,17,12,31,28,20,25,24,23,28,20,30,25,36,26,16,28,19,13,22,16,15,16,8,15,11,15,14,14,8,11,6,3,7,4,8,7,3,1,2,5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"E01006702",2011,"Liverpool 014C","Total",1618,27,27,23,21,20,30,20,11,17,20,15,17,31,26,27,9,16,20,21,21,27,27,26,34,35,24,24,22,37,28,19,20,14,21,16,29,25,27,18,24,13,21,22,18,11,10,17,24,20,15,19,22,19,21,22,28,18,19,19,23,15,21,24,21,22,7,14,10,16,9,21,12,14,7,10,7,12,6,10,11,9,6,5,4,5,3,3,6,3,4,2,2,0,0,0,0,0,0,0,0,0
"E01006703",2011,"Liverpool 014D","Total",1561,11,16,16,12,10,11,18,17,9,18,19,12,23,12,19,19,20,18,22,18,22,23,13,18,20,17,21,21,25,23,25,20,24,24,21,26,21,29,15,19,23,19,21,22,25,16,23,15,22,21,21,25,27,16,22,20,15,21,22,30,16,27,29,31,27,18,16,18,14,13,12,19,11,14,14,19,12,7,7,7,7,10,4,4,1,2,5,4,4,2,4,4,2,0,3,0,1,0,0,0,0
"E01006705",2011,"Liverpool 009E","Total",1409,27,33,12,20,12,18,10,15,8,10,16,14,10,15,13,19,16,17,20,16,21,34,31,21,24,24,35,31,25,25,28,27,17,21,18,22,21,19,16,22,23,24,16,14,15,25,23,28,11,21,30,18,10,23,23,23,14,17,13,15,15,15,9,17,11,13,10,15,11,9,7,6,10,13,8,6,7,2,6,8,3,4,3,3,2,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0
"E01006706",2011,"Liverpool 045A","Total",1346,7,11,14,12,19,17,15,10,10,18,18,19,21,15,28,26,13,28,26,29,16,20,18,21,16,13,18,8,19,7,12,10,13,12,14,9,9,8,12,12,30,16,27,22,30,24,18,35,30,21,10,14,14,20,14,11,13,12,12,15,12,21,13,13,32,11,14,19,12,23,23,26,14,14,12,12,10,8,14,5,7,5,4,2,1,1,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0
"E01006707",2011,"Liverpool 045B","Total",1323,19,18,9,12,21,8,17,10,12,14,25,19,18,14,25,15,15,25,21,20,10,17,12,13,11,9,33,9,21,6,9,10,5,14,12,17,6,17,21,19,24,14,15,19,21,16,18,21,15,21,17,12,11,11,22,12,22,18,20,11,15,19,9,25,12,17,13,12,16,16,19,17,19,21,13,21,18,17,12,8,10,6,6,9,1,4,4,4,2,3,3,2,0,1,0,0,0,1,0,0,0
"E01006708",2011,"Liverpool 045C","Total",1805,34,18,24,20,21,29,19,22,26,17,18,33,22,24,18,29,27,26,20,23,27,16,22,17,21,29,23,25,29,21,21,32,22,15,19,37,19,24,23,26,17,28,45,27,36,28,29,31,25,19,33,24,17,21,13,13,12,14,18,20,23,15,17,18,11,13,11,18,17,10,12,14,16,15,13,16,14,12,18,17,16,9,5,9,6,15,10,5,7,3,2,4,2,1,0,1,1,1,0,0,0
"E01006709",2011,"Liverpool 040A","Total",1438,18,24,11,18,13,9,13,7,16,14,13,17,10,11,10,23,16,22,22,14,18,18,19,17,21,23,32,15,24,20,25,25,24,16,13,13,11,11,23,24,22,9,23,21,14,25,12,26,26,30,12,22,21,28,22,17,15,20,22,15,21,16,15,17,14,14,7,10,15,15,9,13,15,8,7,12,12,4,14,11,10,6,13,9,5,9,8,9,6,5,1,4,0,2,2,2,2,0,0,0,1
"E01006710",2011,"Liverpool 045D","Total",1496,23,29,18,19,13,23,19,14,14,16,17,18,20,18,19,25,20,25,27,22,22,26,26,22,25,18,28,22,13,16,11,25,17,13,16,12,9,13,26,19,13,24,26,28,29,22,24,19,22,21,20,18,24,10,14,20,20,14,25,21,12,11,26,27,28,17,15,26,11,15,15,13,18,8,10,4,10,11,9,5,5,1,0,1,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"E01006711",2011,"Liverpool 027A","Total",1538,25,17,23,17,22,19,21,25,13,13,16,23,13,21,25,20,18,29,21,21,24,24,20,23,20,22,23,23,18,27,26,25,23,13,9,23,20,20,17,26,30,19,23,27,34,28,36,29,24,16,30,17,17,18,17,25,15,9,10,11,19,9,16,14,18,16,11,3,11,10,14,11,16,12,8,9,8,9,6,5,4,9,6,4,5,2,6,1,2,2,2,1,1,3,0,1,0,0,1,0,0
"E01006712",2011,"Liverpool 029D","Total",1339,20,21,24,17,33,18,15,23,19,9,22,13,18,13,10,19,13,17,14,10,13,14,21,14,18,16,16,24,26,25,31,23,22,22,21,19,22,20,23,20,25,16,17,29,16,10,25,15,19,5,17,14,6,11,17,12,14,19,8,15,14,14,16,12,11,18,7,10,16,11,12,7,13,7,7,6,3,4,8,10,3,5,11,3,5,4,6,4,2,4,4,2,2,2,3,3,1,0,1,0,0
"E01006713",2011,"Liverpool 029E","Total",1377,24,19,22,19,17,19,11,20,18,12,15,16,16,9,17,10,12,18,18,18,12,11,12,18,25,22,23,24,20,25,19,19,15,25,16,10,19,16,21,18,27,15,18,16,17,27,24,23,13,27,22,19,22,21,15,17,20,17,12,19,8,12,9,15,18,11,12,11,7,4,11,9,14,14,12,10,8,15,10,7,9,9,7,6,7,7,7,2,3,6,1,2,1,0,0,1,1,0,0,0,0
"E01006716",2011,"Liverpool 032E","Total",1589,22,35,34,23,25,14,20,15,7,22,24,17,13,19,17,19,15,11,14,12,17,12,24,33,24,36,28,28,30,38,24,23,30,27,24,27,27,26,21,23,29,21,20,14,24,24,26,18,17,23,14,15,22,20,20,13,24,17,16,12,11,15,15,10,15,10,10,10,7,6,7,14,6,9,9,7,7,3,9,9,12,16,9,5,8,7,5,8,5,5,4,6,3,3,6,1,1,0,2,0,5
"E01006717",2011,"Liverpool 027D","Total",1436,12,11,14,23,8,12,19,10,13,19,20,18,17,20,25,22,15,30,20,21,17,17,22,14,28,20,12,13,13,13,18,18,16,14,12,26,16,22,21,22,21,22,37,24,16,19,29,29,28,24,20,31,23,21,19,14,22,17,19,12,17,15,14,14,17,10,6,9,10,10,8,8,6,12,14,18,9,8,7,11,15,13,9,8,5,2,2,1,3,2,0,2,0,0,0,0,0,1,0,0,0
"E01006718",2011,"Liverpool 027E","Total",1587,20,16,16,8,21,18,9,21,19,12,13,24,21,28,23,22,16,23,31,16,24,18,14,23,20,14,21,23,16,32,19,26,27,16,13,24,28,22,12,22,24,16,21,23,31,26,30,28,34,25,23,22,22,20,20,19,19,21,26,13,26,19,22,18,17,8,14,20,12,9,7,25,19,16,12,14,10,6,7,10,5,5,7,5,3,2,2,2,4,1,1,0,1,0,2,1,0,0,0,1,0
"E01006719",2011,"Liverpool 027F","Total",1535,19,18,25,23,20,28,16,20,17,14,14,14,25,23,25,25,16,25,27,18,30,25,11,19,21,21,25,20,18,25,17,27,17,27,24,13,17,29,17,14,20,19,30,23,24,33,25,21,27,24,21,15,16,20,21,15,16,11,20,12,15,19,23,14,24,15,10,11,4,8,10,9,13,6,12,10,16,15,1,6,9,6,7,1,8,3,3,2,4,3,1,2,1,0,2,0,0,0,0,0,0
"E01006720",2011,"Liverpool 035A","Total",2108,36,44,35,31,32,23,28,29,24,25,24,22,22,34,16,20,24,16,20,67,105,103,79,56,47,60,69,60,58,45,62,39,36,33,35,36,27,28,34,24,20,24,21,12,14,23,18,21,17,15,14,16,12,13,19,14,10,16,8,11,15,6,9,14,12,11,5,4,12,8,1,5,7,7,7,3,6,6,14,9,3,3,3,2,1,1,0,1,1,2,1,1,0,0,1,0,0,1,0,0,0
"E01006721",2011,"Liverpool 038C","Total",1655,19,33,29,23,18,9,12,18,17,7,17,15,14,18,13,17,15,18,21,31,55,59,59,50,46,63,45,49,29,30,32,51,23,16,22,22,22,28,23,15,18,18,12,17,19,18,16,11,15,22,10,19,13,20,15,14,19,11,13,10,11,4,4,14,10,9,14,10,9,9,3,13,7,8,6,9,13,12,7,11,12,8,4,4,3,1,8,1,1,1,4,6,2,3,0,0,0,1,0,0,0
"E01006722",2011,"Liverpool 038D","Total",1793,13,14,12,13,15,10,10,8,10,17,9,16,14,11,13,17,12,19,15,94,259,238,117,72,56,58,49,30,29,33,34,26,10,14,24,13,19,15,8,13,9,10,12,8,8,10,11,4,14,11,11,9,9,17,6,9,10,10,6,10,8,11,6,6,2,6,4,7,6,3,6,8,7,5,5,6,1,4,3,7,6,1,4,4,0,0,5,1,0,1,2,2,0,0,0,1,0,1,1,0,0
"E01006723",2011,"Liverpool 038E","Total",1875,9,19,16,10,7,9,11,9,8,12,4,12,12,5,15,16,9,13,15,104,220,207,121,59,53,64,41,41,35,41,27,25,23,15,16,11,10,17,22,20,18,12,11,20,18,13,12,10,14,10,3,14,20,23,13,15,18,7,12,17,5,12,18,13,7,13,10,14,6,9,8,8,6,13,8,3,4,9,10,3,10,5,1,4,1,4,0,1,0,1,2,2,0,1,0,0,1,0,0,0,0
"E01006724",2011,"Liverpool 038F","Total",1790,8,12,6,7,7,6,5,10,4,5,9,7,4,10,7,12,5,14,14,109,321,268,130,75,55,34,37,21,27,33,23,14,15,19,14,7,10,13,7,5,14,10,13,15,10,9,12,10,9,15,14,8,16,4,4,10,12,8,10,11,16,6,17,2,8,8,7,10,6,7,11,8,5,5,10,6,5,3,10,2,5,6,4,4,3,4,1,1,0,3,0,0,1,0,3,0,0,0,0,0,0
"E01006725",2011,"Liverpool 035B","Total",1537,14,26,24,13,25,18,16,12,16,9,10,8,17,18,15,12,13,14,20,11,30,39,43,34,40,51,38,24,44,22,30,33,27,14,40,16,11,15,20,9,28,13,16,17,20,27,21,19,17,21,14,18,14,18,24,18,13,17,16,10,14,21,17,10,25,15,14,16,14,6,9,10,12,9,8,6,6,12,3,6,7,10,3,9,4,1,3,7,0,3,2,1,2,0,0,0,0,0,0,0,0
"E01006726",2011,"Liverpool 035C","Total",1565,22,23,14,8,17,13,13,12,16,11,22,16,15,14,14,10,10,17,18,51,100,94,61,51,51,65,36,33,23,30,22,32,17,20,24,20,12,14,20,24,19,18,19,16,18,22,17,12,13,11,14,14,12,15,24,5,10,12,18,6,15,8,6,17,17,4,9,9,4,5,6,4,7,7,4,8,10,8,4,4,8,2,2,4,3,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1
"E01006727",2011,"Liverpool 035D","Total",1441,26,17,16,12,17,17,13,12,11,13,9,11,11,16,10,15,15,11,14,23,32,30,37,27,33,37,37,40,37,26,28,33,26,17,28,22,13,20,11,19,26,26,15,20,26,14,19,18,17,13,25,11,15,16,19,23,16,17,19,17,17,16,12,14,11,13,16,14,14,9,13,2,5,9,4,14,6,4,3,4,4,4,5,2,2,2,1,0,2,0,1,2,0,1,0,0,0,1,0,0,0
"E01006728",2011,"Liverpool 035E","Total",1623,28,22,28,20,20,19,15,16,19,10,9,19,18,10,24,18,11,9,20,24,41,57,43,47,34,49,25,31,45,40,37,37,27,26,18,19,27,22,24,21,28,21,20,26,20,24,15,18,14,23,15,28,16,7,9,19,8,18,11,12,9,9,11,18,8,6,4,10,11,4,13,12,13,6,9,10,11,9,7,3,14,7,8,2,6,3,3,3,1,6,2,1,0,0,1,1,0,1,0,0,0
"E01006729",2011,"Liverpool 008C","Total",1400,23,28,19,34,25,25,25,24,31,27,25,19,24,15,21,17,23,30,22,23,13,21,15,19,17,23,24,16,25,17,25,14,25,14,13,12,20,7,18,15,17,15,22,24,25,12,15,21,20,16,14,19,14,18,13,12,15,14,7,14,13,11,16,13,8,9,10,8,8,7,9,9,9,7,8,14,11,8,3,9,7,3,3,6,4,11,4,1,2,4,4,0,0,0,0,1,0,0,0,0,0
"E01006730",2011,"Liverpool 011C","Total",1326,16,11,17,5,24,19,11,13,22,12,20,16,21,21,20,30,19,25,23,16,20,24,24,23,17,14,18,21,9,20,12,16,10,14,14,12,14,10,18,14,26,19,16,18,18,20,27,18,19,21,15,14,22,16,22,12,17,12,19,12,19,8,15,9,18,11,9,12,7,11,5,12,15,8,14,10,9,5,6,10,3,12,8,9,10,5,4,2,1,3,1,2,2,0,1,0,1,0,0,1,0
"E01006731",2011,"Liverpool 011D","Total",1196,15,10,13,17,21,13,12,13,16,17,17,21,17,14,25,15,13,15,25,9,28,11,16,20,21,13,23,7,15,15,21,21,12,25,15,11,13,15,15,18,12,22,17,8,16,12,16,17,19,17,9,9,12,14,22,16,18,16,14,17,23,10,11,16,12,11,4,9,13,6,3,7,9,19,6,7,7,10,6,8,4,3,9,3,5,6,2,4,0,2,0,1,1,2,0,0,0,0,1,0,0
"E01006732",2011,"Liverpool 011E","Total",1643,30,36,24,35,40,27,25,18,38,22,39,28,29,26,20,29,25,35,28,16,29,21,21,19,17,31,22,19,24,29,24,27,22,18,26,24,25,20,15,25,17,13,18,17,21,22,33,24,17,14,17,16,12,16,15,22,20,9,14,13,9,11,12,13,11,11,16,12,13,9,10,16,10,9,9,15,8,8,13,7,6,10,4,5,3,4,4,3,2,0,0,1,0,0,0,0,1,0,0,0,0
"E01006734",2011,"Liverpool 005C","Total",1412,23,27,31,19,17,32,23,24,17,21,27,18,19,15,23,18,17,19,22,18,12,27,24,16,13,37,18,26,23,25,26,14,18,23,18,14,18,19,12,19,27,16,10,17,10,17,17,24,21,18,11,15,13,18,19,15,17,15,12,13,16,17,15,13,6,9,10,9,13,9,9,8,12,13,6,8,14,7,13,4,5,5,6,5,6,6,6,1,1,2,0,1,0,0,0,0,0,0,0,0,0
"E01006735",2011,"Liverpool 005D","Total",1309,25,11,21,11,24,16,20,11,16,12,12,19,32,17,11,21,19,17,21,11,17,24,17,17,15,26,16,20,20,20,15,12,19,22,14,9,13,10,16,16,16,15,31,14,18,14,14,19,23,22,24,16,25,17,15,18,18,15,12,13,13,15,22,11,18,9,8,17,10,11,12,9,11,8,9,8,9,12,7,5,6,3,2,3,5,5,4,2,2,5,1,3,0,0,0,0,0,0,0,0,0
"E01006736",2011,"Liverpool 005E","Total",1460,17,20,15,21,12,23,15,14,18,11,17,19,24,22,23,22,26,29,25,21,30,27,26,22,16,21,17,18,21,22,20,18,14,18,10,12,17,12,16,22,29,29,19,24,25,23,26,25,26,27,16,14,22,20,26,26,8,19,15,16,15,11,9,12,14,10,7,16,9,3,9,9,10,12,12,11,13,9,3,12,10,7,6,6,3,4,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0
"E01006737",2011,"Liverpool 005F","Total",1435,21,16,14,13,16,8,17,12,19,15,22,15,25,20,30,20,31,21,26,38,23,22,32,17,20,24,22,14,21,17,14,20,12,11,10,16,9,9,15,23,23,17,26,13,24,22,25,18,25,29,19,24,18,22,22,19,10,13,16,16,20,13,14,13,13,13,14,11,6,11,13,7,17,5,10,13,14,7,12,14,11,3,14,1,4,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0
"E01006738",2011,"Liverpool 058A","Total",1501,22,17,25,25,24,16,28,19,19,17,12,14,16,20,25,19,17,21,24,26,21,21,20,17,22,24,26,33,28,15,16,22,15,15,23,18,21,21,18,13,21,7,23,21,6,25,22,31,17,21,27,28,15,16,20,28,12,17,14,12,17,7,12,20,16,11,17,7,20,20,6,10,9,12,14,8,8,9,5,10,8,6,10,6,5,7,4,3,3,4,1,3,2,1,0,1,0,0,0,0,1
"E01006739",2011,"Liverpool 058B","Total",1769,23,24,32,26,30,31,28,21,22,33,20,19,24,33,32,29,24,29,34,34,26,21,28,26,26,20,22,20,30,29,19,16,18,29,20,16,16,21,22,22,20,18,16,23,28,26,26,23,28,31,27,22,19,25,29,26,22,20,14,25,17,13,15,17,19,9,10,20,10,10,9,11,5,20,12,10,12,3,12,8,7,7,6,8,10,5,1,3,5,3,5,2,1,0,0,0,0,1,0,0,0
"E01006740",2011,"Liverpool 057A","Total",1280,18,13,18,12,9,19,10,11,21,14,17,24,17,16,17,26,22,16,19,18,13,21,9,33,18,37,26,18,27,19,24,12,17,21,31,16,10,21,18,20,14,19,20,11,12,14,18,12,26,24,16,9,10,13,9,9,10,7,16,10,15,13,20,19,14,7,11,5,15,12,8,12,13,6,8,7,4,7,5,7,3,5,5,5,6,5,7,1,2,2,2,0,0,0,0,0,1,1,0,0,0
"E01006741",2011,"Liverpool 058C","Total",1815,22,20,19,15,23,30,24,27,10,20,26,30,12,13,29,25,31,22,29,45,29,37,31,23,27,30,17,21,30,17,18,29,19,16,11,22,19,19,21,24,27,26,26,35,40,21,30,28,34,34,24,24,38,23,25,22,16,26,20,18,18,11,13,16,19,8,22,17,8,11,21,14,11,10,12,14,11,14,14,14,9,6,10,9,8,5,2,5,5,2,0,0,1,3,1,0,0,0,0,2,0
